App,Category,Rating,Reviews,Installs,Type,Content Rating,Reviews_log,Installs_log,Rating_normalized,Reviews_normalized,Installs_normalized,popularity_score
"See U - Random video chat, video chat",SOCIAL,4.1,568,100000,Free,Mature 17+,6.343880434126331,11.51293546492023,0.7749999999999999,0.3490587790166948,0.5555560380757588,0.55987
Camera Pro,PHOTOGRAPHY,4.1,7479,1000000,Free,Everyone,8.919988070968524,13.815511557963774,0.7749999999999999,0.4908037245069162,0.666666714889415,0.64416
Speed Reading,EDUCATION,4.6,10611,500000,Free,Everyone,9.26974071525763,13.122365377402328,0.8999999999999999,0.5100481337042703,0.6332189858499012,0.68109
ClassDojo,EDUCATION,4.4,148550,10000000,Free,Everyone,11.90868361260825,16.118095750958314,0.8500000000000001,0.6552504582450615,0.7777777825657402,0.76101
I Am Innocent,GAME,4.4,208501,1000000,Free,Teen,12.247703912501128,13.815511557963774,0.8500000000000001,0.6739043425941252,0.666666714889415,0.73019
Magic Tiles 3,GAME,4.5,592068,50000000,Free,Everyone,13.2913784611283,17.72753358339242,0.875,0.7313303561228264,0.8554411125167106,0.82059
Amazon Prime Video,ENTERTAINMENT,4.2,411683,50000000,Free,Teen,12.92801134375286,17.72753358339242,0.8,0.7113368389620076,0.8554411125167106,0.78893
Sword of Chaos - Lame du Chaos,GAME,4.5,23599,100000,Free,Teen,10.0690019910137,11.51293546492023,0.875,0.5540258170682163,0.5555560380757588,0.66153
CIRCLE K,SHOPPING,4.4,9140,500000,Free,Everyone,9.12052506765382,13.122365377402328,0.8500000000000001,0.5018378541595007,0.6332189858499012,0.66169
CJ: Strike Back,GAME,4.3,29330,1000000,Free,Everyone,10.28640025617378,13.815511557963774,0.825,0.5659877028233308,0.666666714889415,0.68588
Combat BF: Black Ops 3,GAME,4.2,7699,500000,Free,Mature 17+,8.948975607841776,13.122365377402328,0.8,0.4923987032163584,0.6332189858499012,0.64187
Sweet Camera,PHOTOGRAPHY,4.4,71898,5000000,Free,Everyone,11.183017635406577,15.424948670398354,0.8500000000000001,0.6153222025652463,0.7443300100968498,0.73655
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3156484,100000000,Free,Everyone,14.964969624679682,18.420680753952364,0.8500000000000001,0.8234162165340382,0.888888889328545,0.8541
Extreme Match,GAME,4.5,696,100000,Free,Everyone,6.546785410760524,11.51293546492023,0.875,0.3602232018231748,0.5555560380757588,0.59693
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4.0,35931,1000000,Free,Teen,10.489383542349096,13.815511557963774,0.75,0.577156434448852,0.666666714889415,0.66461
Hero Hunters,GAME,4.4,70747,5000000,Free,Teen,11.166879546554684,15.424948670398354,0.8500000000000001,0.6144342379119402,0.7443300100968498,0.73625
QuickPic - Photo Gallery with Google Drive Support,PHOTOGRAPHY,4.6,847159,10000000,Free,Everyone,13.64964485780154,16.118095750958314,0.8999999999999999,0.7510432167739736,0.7777777825657402,0.80961
Draw N Guess Multiplayer,GAME,3.9,29505,1000000,Free,Everyone,10.292348911477513,13.815511557963774,0.725,0.566315015164519,0.666666714889415,0.65266
Selfie Photo Editor,PHOTOGRAPHY,4.6,11677,1000000,Free,Everyone,9.365462008843483,13.815511557963774,0.8999999999999999,0.5153149980804079,0.666666714889415,0.69399
European Solidarity Corps,SOCIAL,3.6,9,1000,Free,Teen,2.302585092994046,6.90875477931522,0.65,0.1266949384510639,0.3333815641482814,0.37003
Stickman Warriors Heroes 2,GAME,4.4,13714,1000000,Free,Everyone 10+,9.526245403371703,13.815511557963774,0.8500000000000001,0.5241617687538072,0.666666714889415,0.68028
Injustice: Gods Among Us,GAME,4.4,2440877,10000000,Free,Teen,14.707868368609487,16.118095750958314,0.8500000000000001,0.8092697565779592,0.7777777825657402,0.81235
Wanelo Shopping,SHOPPING,4.6,94205,1000000,Free,Everyone,11.453239152803576,13.815511557963774,0.8999999999999999,0.6301905775143125,0.666666714889415,0.73229
DM Tracker,COMMUNICATION,3.5,11,1000,Free,Everyone,2.4849066497880004,6.90875477931522,0.625,0.1367268015455463,0.3333815641482814,0.36504
Flud (Ad free),VIDEO_PLAYERS,4.8,5639,10000,Paid,Everyone,8.637639344492104,9.210440366976515,0.95,0.4752680751919317,0.4444492696759823,0.62324
Mail1Click - Secure Mail,COMMUNICATION,4.1,255,10000,Free,Everyone,5.545177444479562,9.210440366976515,0.7749999999999999,0.3051118141805771,0.4444492696759823,0.50819
DK Quiz,GAME,4.4,1628,50000,Free,Everyone,7.395721608602045,10.819798284210286,0.8500000000000001,0.4069341440861411,0.5221087433235612,0.59301
Cooking Fever,GAME,4.5,3198176,100000000,Free,Everyone,14.978091517936376,18.420680753952364,0.875,0.8241382213205611,0.888888889328545,0.86268
Ant Smasher by Best Cool & Fun Games,GAME,4.2,1185148,100000000,Free,Everyone,13.985379063043585,18.420680753952364,0.8,0.7695162906240907,0.888888889328545,0.81947
Best Buy,SHOPPING,4.4,186116,5000000,Free,Everyone,12.134130787195538,15.424948670398354,0.8500000000000001,0.6676552184405521,0.7443300100968498,0.754
Jiji.ng,SHOPPING,4.4,25714,1000000,Free,Everyone,10.154829758209017,13.815511557963774,0.8500000000000001,0.5587483108059237,0.666666714889415,0.69181
Everbridge,COMMUNICATION,3.1,497,100000,Free,Everyone,6.210600077024653,11.51293546492023,0.525,0.341725305569346,0.5555560380757588,0.47409
Hello Kitty Nail Salon,GAME,4.2,369203,50000000,Free,Everyone,12.81910461578833,17.72753358339242,0.8,0.7053444735817421,0.8554411125167106,0.78693
Google Duo - High Quality Video Calls,COMMUNICATION,4.6,2083237,500000000,Free,Everyone,14.549433971997454,20.030118658386467,0.8999999999999999,0.8005522346117276,0.9665522227538712,0.88903
Mercado Libre: Find your favorite brands,SHOPPING,4.7,3860225,50000000,Free,Everyone,15.166236288949872,17.72753358339242,0.925,0.8344904946224131,0.8554411125167106,0.87164
CF Chat: Connecting Friends,COMMUNICATION,3.4,5,100,Free,Teen,1.791759469228055,4.61512051684126,0.6,0.0985878247729741,0.2227023748539915,0.3071
eBay: Buy & Sell this Summer - Discover Deals Now!,SHOPPING,4.4,2788923,100000000,Free,Teen,14.841166416327978,18.420680753952364,0.8500000000000001,0.8166042034145716,0.888888889328545,0.85183
Big Hunter,GAME,4.3,245455,10000000,Free,Everyone 10+,12.410872984084556,16.118095750958314,0.825,0.6828823801677547,0.7777777825657402,0.76189
Duolingo: Learn Languages Free,EDUCATION,4.7,6289924,100000000,Free,Everyone,15.65445970491714,18.420680753952364,0.925,0.8613539689949978,0.888888889328545,0.89175
Tomb of the Mask,GAME,4.1,55380,5000000,Free,Everyone,10.921991853622236,15.424948670398354,0.7749999999999999,0.6009598037735882,0.7443300100968498,0.70676
Weather Live,WEATHER,4.5,76593,500000,Paid,Everyone,11.246274023679083,13.122365377402328,0.875,0.6188027532919954,0.6332189858499012,0.70901
Messenger Pro,SOCIAL,4.4,13762,1000000,Free,Everyone,9.529739110979532,13.815511557963774,0.8500000000000001,0.5243540027223527,0.666666714889415,0.68034
Mango Languages: Lovable Language Courses,EDUCATION,4.0,4815,500000,Free,Everyone,8.479698986988657,13.122365377402328,0.75,0.4665777366964197,0.6332189858499012,0.6166
Wishbone - Compare Anything,SOCIAL,4.3,51569,1000000,Free,Teen,10.850695387045004,13.815511557963774,0.825,0.5970368645205439,0.666666714889415,0.69623
E.W. James & Sons,SHOPPING,4.3,2,500,Free,Everyone,1.0986122886681098,6.2166061010848646,0.825,0.060448848000402,0.2999819695263294,0.39514
Swift for Facebook Lite,SOCIAL,4.3,9562,500000,Free,Teen,9.165656764349542,13.122365377402328,0.825,0.5043211315647329,0.6332189858499012,0.65418
Movement BE,SOCIAL,5.0,20,100,Free,Teen,3.044522437723423,4.61512051684126,1.0,0.167518492165123,0.2227023748539915,0.46341
Messenger Lite: Free Calls & Messages,COMMUNICATION,4.4,1429038,100000000,Free,Everyone,14.172512748352046,18.420680753952364,0.8500000000000001,0.7798129310455084,0.888888889328545,0.83957
wetter.com - Weather and Radar,WEATHER,4.2,189313,10000000,Free,Everyone,12.151162291145267,16.118095750958314,0.8,0.6685923413947505,0.7777777825657402,0.74879
I Know Stuff,GAME,4.2,214923,5000000,Free,Everyone,12.278039756245963,15.424948670398354,0.8,0.6755735090747941,0.7443300100968498,0.73997
PlacarTv Futebol Ao Vivo,COMMUNICATION,4.1,2063,100000,Free,Everyone,7.632401126601453,11.51293546492023,0.7749999999999999,0.4199569405321007,0.5555560380757588,0.5835
Profile w/o crop for Telegram,PHOTOGRAPHY,4.2,348,10000,Free,Everyone,5.855071922202427,9.210440366976515,0.8,0.3221631109603936,0.4444492696759823,0.5222
The Visitor: Ep.1 - Kitty Cat Carnage,GAME,4.4,3017,500000,Free,Mature 17+,8.012349639327795,13.122365377402328,0.8500000000000001,0.4408628143609996,0.6332189858499012,0.64136
C Programming,EDUCATION,4.3,22251,1000000,Free,Everyone,10.010187171195184,13.815511557963774,0.825,0.5507896543745596,0.666666714889415,0.68082
BU HANGİ ŞARKI ? - 2018,GAME,4.3,4,100,Free,Everyone,1.6094379124341005,4.61512051684126,0.825,0.0885559616784917,0.2227023748539915,0.37875
Animal Planet GO,ENTERTAINMENT,4.2,2442,100000,Free,Teen,7.8009820712577405,11.51293546492023,0.8,0.4292327551251146,0.5555560380757588,0.59493
Carpooling FH Hagenberg,COMMUNICATION,4.2,0,100,Free,Everyone,0.0,4.61512051684126,0.8,0.0,0.2227023748539915,0.3409
gardening ideas flower diy,HOUSE_AND_HOME,4.2,0,100,Free,Everyone,0.0,4.61512051684126,0.8,0.0,0.2227023748539915,0.3409
¡Ay Metro!,GAME,3.8,489,10000,Free,Everyone 10+,6.194405391104672,9.210440366976515,0.7,0.3408342267805059,0.4444492696759823,0.49509
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914917,50000000,Free,Everyone,13.726589722755431,17.72753358339242,0.8,0.7552769473575339,0.8554411125167106,0.80357
Temple Run 2,GAME,4.3,8118609,500000000,Free,Everyone,15.909669515218496,20.030118658386467,0.825,0.8753963560957474,0.9665522227538712,0.88898
BlackJack -21 Casino Card Game,GAME,4.7,2066,100000,Free,Teen,7.633853559681768,11.51293546492023,0.925,0.4200368576306152,0.5555560380757588,0.63353
BZ Fingers,GAME,4.6,15,50,Free,Everyone,2.772588722239781,3.9318256327243257,0.8999999999999999,0.1525559070902885,0.1897300195572819,0.4141
Super Jim Jump - pixel 3d,GAME,4.5,10460,1000000,Free,Everyone,9.25540933534376,13.815511557963774,0.875,0.5092595794390529,0.666666714889415,0.68364
ES-1,COMMUNICATION,4.2,6,500,Free,Everyone,1.9459101490553132,6.2166061010848646,0.8,0.107069644164721,0.2999819695263294,0.40235
BV,COMMUNICATION,5.0,3,100,Free,Everyone,1.3862943611198906,4.61512051684126,1.0,0.0762779535451442,0.2227023748539915,0.43299
Trulia Real Estate & Rentals,HOUSE_AND_HOME,4.5,175293,10000000,Free,Everyone,12.074219843284206,16.118095750958314,0.875,0.664358743806678,0.7777777825657402,0.77238
Instagram,SOCIAL,4.5,66509917,1000000000,Free,Teen,18.012861637362533,20.72326583794641,0.875,0.9911201125278362,1.0,0.95537
BF at Sea Refueled,GAME,4.4,1849,10000,Free,Everyone,7.52294091807237,9.210440366976515,0.8500000000000001,0.4139341210390759,0.4444492696759823,0.56946
Motorola FM Radio,VIDEO_PLAYERS,3.9,54815,100000000,Free,Everyone,10.911737401123846,18.420680753952364,0.725,0.6003955739294508,0.888888889328545,0.73809
Babbel – Learn Spanish,EDUCATION,4.4,54798,1000000,Free,Everyone,10.911427224594425,13.815511557963774,0.8500000000000001,0.600378507113365,0.666666714889415,0.70568
Facebook,SOCIAL,4.1,78158306,1000000000,Free,Teen,18.174246904768196,20.72326583794641,0.7749999999999999,1.0,1.0,0.925
Showtime Anytime,ENTERTAINMENT,3.7,18523,1000000,Free,Teen,9.826822467600644,13.815511557963774,0.675,0.5407003943047828,0.666666714889415,0.62746
"SayHi Chat, Meet New People",SOCIAL,4.2,423138,10000000,Free,Mature 17+,12.955456009250495,16.118095750958314,0.8,0.7128469243945125,0.7777777825657402,0.76354
Glide - Video Chat Messenger,COMMUNICATION,4.3,350154,10000000,Free,Everyone,12.766131192576172,16.118095750958314,0.825,0.7024297215433366,0.7777777825657402,0.7684
Rolly Vortex,GAME,4.4,98123,10000000,Free,Teen,11.493987263949975,16.118095750958314,0.8500000000000001,0.6324326572747514,0.7777777825657402,0.7534
Color by Number – New Coloring Book,GAME,4.7,142308,5000000,Free,Everyone 10+,11.86575602873994,15.424948670398354,0.925,0.6528884575474123,0.7443300100968498,0.77407
Extreme X Ray Robot Stunts,GAME,4.3,10806,5000000,Free,Everyone,9.287949351303164,15.424948670398354,0.825,0.511050025894959,0.7443300100968498,0.69346
Google+,SOCIAL,4.2,4831125,1000000000,Free,Teen,15.39059012475304,20.72326583794641,0.8,0.8468350961334834,1.0,0.88228
textPlus: Free Text & Calls,SOCIAL,4.1,382121,10000000,Free,Everyone,12.853495208328166,16.118095750958314,0.7749999999999999,0.7072367441511935,0.7777777825657402,0.75334
Adobe Photoshop Fix,PHOTOGRAPHY,4.2,28390,5000000,Free,Everyone,10.253827472516983,15.424948670398354,0.8,0.5641954533932733,0.7443300100968498,0.70284
Flipkart Online Shopping App,SHOPPING,4.4,6003590,100000000,Free,Teen,15.607868348162633,18.420680753952364,0.8500000000000001,0.858790376841846,0.888888889328545,0.86589
Photo Editor,PHOTOGRAPHY,4.3,42079,1000000,Free,Everyone,10.647327847411592,13.815511557963774,0.825,0.5858469901505607,0.666666714889415,0.6925
"Ibotta: Cash Back Savings, Rewards & Coupons App",SHOPPING,4.5,315908,10000000,Free,Everyone,12.663209476412831,16.118095750958314,0.875,0.6967666689446435,0.7777777825657402,0.78318
TN e Sevai TN EB Bill Patta Citta EC Birth All Hub,SOCIAL,3.7,23,5000,Free,Everyone,3.1780538303479458,8.517393171418904,0.675,0.1748657783181184,0.41100631715213,0.42029
Monument Valley 2,GAME,4.6,9394,100000,Paid,Everyone,9.147932911847564,11.51293546492023,0.8999999999999999,0.5033459135766177,0.5555560380757588,0.65297
Tumblr,SOCIAL,4.4,2953886,100000000,Free,Mature 17+,14.898632488125813,18.420680753952364,0.8500000000000001,0.8197661540636936,0.888888889328545,0.85289
"Mobizen Screen Recorder for LG - Record, Capture",VIDEO_PLAYERS,4.5,58820,1000000,Free,Everyone,10.982254212983532,13.815511557963774,0.875,0.604275614309071,0.666666714889415,0.71531
Gang Wars of San Andreas,GAME,4.1,9898,1000000,Free,Mature 17+,9.200189020919808,13.815511557963774,0.7749999999999999,0.5062211969017569,0.666666714889415,0.6493
iSniper 3D Arctic Warfare,GAME,3.8,35572,1000000,Free,Teen,10.479342202122597,13.815511557963774,0.7,0.5766039306626365,0.666666714889415,0.64776
Word Search,GAME,4.7,295305,10000000,Free,Everyone,12.595767385845951,16.118095750958314,0.925,0.6930558086861539,0.7777777825657402,0.79861
Target - now with Cartwheel,SHOPPING,4.1,68406,10000000,Free,Everyone,11.133230437555632,16.118095750958314,0.7749999999999999,0.612582765926588,0.7777777825657402,0.72179
CBS - Full Episodes & Live TV,ENTERTAINMENT,3.8,92058,10000000,Free,Teen,11.430184954831244,16.118095750958314,0.7,0.6289220683929644,0.7777777825657402,0.70223
MIX by Camera360,PHOTOGRAPHY,4.4,111066,5000000,Free,Everyone,11.617888901802692,15.424948670398354,0.8500000000000001,0.6392500862720547,0.7443300100968498,0.74453
HBO NOW: Stream TV & Movies,ENTERTAINMENT,3.9,61201,10000000,Free,Teen,11.021935147705008,16.118095750958314,0.725,0.6064589749142943,0.7777777825657402,0.70308
Geometry Dash SubZero,GAME,4.6,260527,10000000,Free,Everyone,12.470465620004,16.118095750958314,0.8999999999999999,0.686161340568794,0.7777777825657402,0.78798
F*ck This Game,GAME,4.6,8,100,Paid,Teen,2.1972245773362196,4.61512051684126,0.8999999999999999,0.120897696000804,0.2227023748539915,0.41453
Water Surfer Racing In Moto,GAME,4.3,2233,1000000,Free,Everyone,7.711548979629146,13.815511557963774,0.825,0.4243118859360243,0.666666714889415,0.63866
An Elite Warrior Ex,GAME,4.7,15,100,Paid,Everyone,2.772588722239781,4.61512051684126,0.925,0.1525559070902885,0.2227023748539915,0.43342
eBay: Buy & Sell this Summer - Discover Deals Now!,SHOPPING,4.4,2788923,100000000,Free,Teen,14.841166416327978,18.420680753952364,0.8500000000000001,0.8166042034145716,0.888888889328545,0.85183
Cartoon Wars: Blade,GAME,4.4,165656,5000000,Free,Teen,12.017674664607618,15.424948670398354,0.8500000000000001,0.6612474633793305,0.7443300100968498,0.75186
Special Forces Group 2,GAME,4.6,1432809,10000000,Free,Mature 17+,14.175148109045434,16.118095750958314,0.8999999999999999,0.7799579362667535,0.7777777825657402,0.81925
Sonic CD Classic,GAME,4.6,26138,1000000,Free,Everyone,10.171183730899395,13.815511557963774,0.8999999999999999,0.5596481540168184,0.666666714889415,0.70877
The Great Wobo Escape Ep. 1,GAME,4.2,5449,500000,Free,Everyone 10+,8.60337088765729,13.122365377402328,0.8,0.4733825248847097,0.6332189858499012,0.63553
AR Tank Battle,GAME,3.6,153,10000,Free,Everyone,5.0369526024136295,9.210440366976515,0.65,0.2771478030868027,0.4444492696759823,0.4572
Honkai Impact 3rd,GAME,4.7,59017,1000000,Free,Teen,10.985597761104732,13.815511557963774,0.925,0.6044595860652994,0.666666714889415,0.73204
GO Weather EX Theme White,WEATHER,4.2,8723,500000,Free,Everyone,9.07383312732152,13.122365377402328,0.8,0.4992687276049335,0.6332189858499012,0.64416
Lite for Facebook Messenger,COMMUNICATION,4.3,76498,1000000,Free,Teen,11.245032947833764,13.815511557963774,0.825,0.6187344656841608,0.666666714889415,0.70347
Fruits Bomb,GAME,4.4,74673,10000000,Free,Everyone,11.220887251632076,16.118095750958314,0.8500000000000001,0.6174058991510764,0.7777777825657402,0.74839
OfferUp - Buy. Sell. Offer Up,SHOPPING,4.6,591312,10000000,Free,Everyone,13.29010076702302,16.118095750958314,0.8999999999999999,0.7312600536716726,0.7777777825657402,0.80301
The CW,ENTERTAINMENT,4.4,288150,5000000,Free,Teen,12.571239927273504,15.424948670398354,0.8500000000000001,0.6917062364754885,0.7443300100968498,0.76201
YouTube Studio,VIDEO_PLAYERS,4.3,436921,10000000,Free,Teen,12.987509968444026,16.118095750958314,0.825,0.7146106265914448,0.7777777825657402,0.77246
Last Shelter: Survival,GAME,4.4,93033,5000000,Free,Teen,11.440720296720992,15.424948670398354,0.8500000000000001,0.6295017535895479,0.7443300100968498,0.74128
ZenUI Dialer & Contacts,COMMUNICATION,4.5,437674,10000000,Free,Everyone,12.989231904801134,16.118095750958314,0.875,0.7147053725452183,0.7777777825657402,0.78916
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,10000000,Free,Teen,11.467101397583354,16.118095750958314,0.825,0.6309533185980237,0.7777777825657402,0.74458
Rage Fight of Streets - Beat Em Up Game,GAME,4.3,1489,100000,Free,Teen,7.306531398939505,11.51293546492023,0.825,0.4020266389702542,0.5555560380757588,0.59419
Bubble Witch 3 Saga,GAME,4.7,1732263,50000000,Free,Everyone,14.36493978143128,17.72753358339242,0.925,0.7904008268789665,0.8554411125167106,0.85695
RetroArch,GAME,3.8,21423,1000000,Free,Everyone,9.972267067930954,13.815511557963774,0.7,0.5487031798448072,0.666666714889415,0.63846
Yahoo Weather,WEATHER,4.4,1312037,10000000,Free,Everyone,14.087092211481377,16.118095750958314,0.8500000000000001,0.7751128443063842,0.7777777825657402,0.80096
3G DZ Configuration,COMMUNICATION,4.3,488,50000,Free,Everyone,6.192362489474872,10.819798284210286,0.825,0.340721820382568,0.5221087433235612,0.56261
EmuBox - Fast Retro Emulator,GAME,3.9,1576,50000,Free,Everyone,7.3632795869630385,10.819798284210286,0.725,0.4051490895631668,0.5221087433235612,0.55075
"edX - Online Courses by Harvard, MIT & more",EDUCATION,4.6,32380,1000000,Free,Everyone 10+,10.38532711001602,13.815511557963774,0.8999999999999999,0.5714309464614639,0.666666714889415,0.7127
Sic Bo Online! Free Casino,GAME,3.8,488,100000,Free,Teen,6.192362489474872,11.51293546492023,0.7,0.340721820382568,0.5555560380757588,0.53209
Ultimate Quiz for CS:GO - Skins | Cases | Players,GAME,4.5,2526,100000,Free,Everyone,7.834788107388194,11.51293546492023,0.875,0.431092861698311,0.5555560380757588,0.62055
Jump'N'Shoot Attack,GAME,4.1,155,1000,Paid,Everyone,5.049856007249537,6.90875477931522,0.7749999999999999,0.2778577860040328,0.3333815641482814,0.46208
24 megapixel hd camera,PHOTOGRAPHY,4.0,802,100000,Free,Everyone,6.688354713946762,11.51293546492023,0.75,0.368012757226931,0.5555560380757588,0.55786
DG Card,COMMUNICATION,4.2,0,100,Free,Everyone,0.0,4.61512051684126,0.8,0.0,0.2227023748539915,0.3409
Flipp - Weekly Shopping,SHOPPING,4.6,85858,10000000,Free,Everyone,11.360461694843734,16.118095750958314,0.8999999999999999,0.6250856915486936,0.7777777825657402,0.76762
uCiC- Videos and Photos on demand,SOCIAL,4.0,2052,100000,Free,Teen,7.627057417018934,11.51293546492023,0.75,0.4196629140664914,0.5555560380757588,0.57507
Traffic Racer,GAME,4.5,5387781,100000000,Free,Everyone,15.499644355411744,18.420680753952364,0.875,0.8528355775416068,0.888888889328545,0.87224
The Maze Runner,GAME,4.0,428268,10000000,Free,Everyone,12.967506781810489,16.118095750958314,0.75,0.7135099930004984,0.7777777825657402,0.7471
Leica Q,PHOTOGRAPHY,3.1,133,10000,Free,Everyone,4.897839799950911,9.210440366976515,0.525,0.269493411507792,0.4444492696759823,0.41298
Your Freedom VPN Client,COMMUNICATION,4.0,74497,5000000,Free,Everyone,11.218527558369717,15.424948670398354,0.75,0.6172760619548106,0.7443300100968498,0.70387
Homescapes,GAME,4.6,3093932,10000000,Free,Everyone,14.944953655064907,16.118095750958314,0.8999999999999999,0.8223148795862318,0.7777777825657402,0.83336
OLX Uganda Sell Buy Cellphones,SHOPPING,4.2,4977,100000,Free,Everyone,8.512783482927537,11.51293546492023,0.8,0.4683981420266785,0.5555560380757588,0.60798
Mental Hospital V,GAME,4.2,2460,50000,Paid,Mature 17+,7.808323050391056,10.819798284210286,0.8,0.4296366771787646,0.5221087433235612,0.58392
Angry Birds Space HD,GAME,4.5,43645,5000000,Free,Everyone,10.683866919038945,15.424948670398354,0.875,0.5878574762971842,0.7443300100968498,0.73573
G Guide Program Guide (SOFTBANK EMOBILE WILLCOM version),VIDEO_PLAYERS,3.1,2689,1000000,Free,Everyone,7.897296472595885,13.815511557963774,0.525,0.4345322540173013,0.666666714889415,0.54207
FP Live,COMMUNICATION,4.2,0,10,Free,Teen,0.0,2.3978952727983707,0.8,0.0,0.1157102983453303,0.30524
Web Browser,COMMUNICATION,4.2,10965,500000,Free,Everyone,9.302554855963994,13.122365377402328,0.8,0.5118536633021847,0.6332189858499012,0.64836
Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,10000000,Free,Mature 17+,12.085395425760456,16.118095750958314,0.8,0.6649736569051304,0.7777777825657402,0.74758
Harry Potter: Hogwarts Mystery,GAME,4.4,1107310,10000000,Free,Teen,13.91744511171073,16.118095750958314,0.8500000000000001,0.7657783667536369,0.7777777825657402,0.79785
"Twice: Buy, Sell Clothing",SHOPPING,4.2,1558,100000,Free,Everyone,7.351799869057777,11.51293546492023,0.8,0.4045174420475688,0.5555560380757588,0.58669
MORTAL KOMBAT X,GAME,4.4,3039889,10000000,Free,Mature 17+,14.927331888517214,16.118095750958314,0.8500000000000001,0.8213452786646624,0.7777777825657402,0.81637
Flow Free,GAME,4.3,1295625,100000000,Free,Everyone,14.074504534000152,18.420680753952364,0.825,0.7744202336278134,0.888888889328545,0.82944
BF Browser by Betfilter - Stop Gambling Today!,COMMUNICATION,3.0,39,10000,Free,Everyone,3.688879454113936,9.210440366976515,0.5,0.2029728919962082,0.4444492696759823,0.38247
